t1,t2,v,s
113,128,0.30201,0.1
72,151,0.30876,0.1
36,200,0.09283,0.1
25,228,0.00211,0.1
87,185,0.27368,0.1
87,98,0.25596,0.1
111,207,0.28842,0.1
68,180,0.25722,0.1
202,218,0.07213,0.1
146,158,0.27400,0.1
30,155,0.23345,0.1
38,47,0.08520,0.1
48,160,0.25745,0.1
16,232,0.00085,0.1
48,228,0.10222,0.1
0,200,0.07939,0.1
99,192,0.28754,0.1
3,240,0.00010,0.1
4,132,0.29075,0.1
24,118,0.28632,0.1
12,86,0.22308,0.1
150,201,0.26026,0.1
135,148,0.29618,0.1
89,253,0.22781,0.1
136,163,0.29883,0.1
66,234,0.18146,0.1
213,247,0.01955,0.1
37,239,0.01661,0.1
112,138,0.31411,0.1
64,185,0.24411,0.1
2,29,0.00239,0.1
204,212,0.06434,0.1
58,158,0.28641,0.1
172,198,0.16734,0.1
190,232,0.11367,0.1
116,152,0.31857,0.1
50,187,0.20117,0.1
115,160,0.31725,0.1
131,144,0.30061,0.1
3,146,0.26996,0.1
85,91,0.23284,0.1
36,155,0.23840,0.1
142,235,0.27949,0.1
111,160,0.31740,0.1
62,144,0.31141,0.1
183,203,0.12809,0.1
53,177,0.22736,0.1
160,190,0.21267,0.1
6,78,0.20674,0.1
11,53,0.13026,0.1
70,199,0.23049,0.1
126,163,0.31097,0.1
40,54,0.14164,0.1
51,154,0.28302,0.1
92,105,0.27249,0.1
51,212,0.13636,0.1
56,75,0.19866,0.1
113,186,0.30490,0.1
58,86,0.22406,0.1
207,240,0.04654,0.1
1,183,0.12804,0.1
85,165,0.29545,0.1
124,240,0.29068,0.1
158,169,0.22245,0.1
110,236,0.27791,0.1
31,106,0.27270,0.1
134,247,0.28959,0.1
112,133,0.31096,0.1
101,190,0.29260,0.1
172,228,0.16715,0.1
62,98,0.25676,0.1
1,34,0.01071,0.1
111,121,0.29299,0.1
102,163,0.31314,0.1
114,208,0.29191,0.1
151,254,0.25090,0.1
22,32,0.00670,0.1
100,188,0.29393,0.1
146,229,0.26999,0.1
56,103,0.26863,0.1
251,252,0.00004,0.1
22,161,0.20357,0.1
90,238,0.23240,0.1
71,207,0.21367,0.1
102,178,0.30272,0.1
179,192,0.13835,0.1
81,188,0.26431,0.1
26,208,0.04786,0.1
91,170,0.29646,0.1
153,234,0.24223,0.1
7,194,0.10075,0.1
0,198,0.08617,0.1
66,108,0.28097,0.1
127,237,0.29148,0.1
3,246,0.00006,0.1
30,188,0.12182,0.1
100,247,0.25990,0.1
28,155,0.23272,0.1
217,246,0.01000,0.1
62,104,0.27364,0.1
48,64,0.17672,0.1
74,75,0.19823,0.1
16,205,0.05610,0.1
165,231,0.18840,0.1
104,247,0.26923,0.1
188,235,0.11880,0.1
15,148,0.26440,0.1
90,91,0.23234,0.1
142,146,0.28197,0.1
50,193,0.18857,0.1
26,228,0.00254,0.1
131,173,0.30336,0.1
71,168,0.27952,0.1
105,204,0.28604,0.1
153,217,0.24244,0.1
31,65,0.17649,0.1
61,164,0.27588,0.1
112,166,0.31475,0.1
151,248,0.25090,0.1
86,214,0.23148,0.1
120,157,0.31638,0.1
122,172,0.31163,0.1
136,150,0.29693,0.1
56,242,0.15124,0.1
99,102,0.26625,0.1
89,102,0.26790,0.1
36,40,0.03719,0.1
13,124,0.29068,0.1
17,79,0.20675,0.1
31,46,0.08519,0.1
52,203,0.17415,0.1
124,167,0.31178,0.1
67,167,0.27579,0.1
95,248,0.24241,0.1
96,214,0.25460,0.1
158,254,0.22161,0.1
31,197,0.08953,0.1
97,179,0.29277,0.1
154,226,0.24227,0.1
142,254,0.27948,0.1
34,222,0.01555,0.1
138,195,0.29213,0.1
36,65,0.17654,0.1
150,183,0.26114,0.1
152,189,0.25304,0.1
89,110,0.28360,0.1
177,192,0.14480,0.1
48,218,0.10902,0.1
59,206,0.19347,0.1
198,220,0.08617,0.1
44,180,0.18356,0.1
111,120,0.29299,0.1
46,65,0.17672,0.1
13,23,0.00083,0.1
90,98,0.25560,0.1
146,158,0.27400,0.1
146,217,0.27039,0.1
186,239,0.12346,0.1
78,242,0.20679,0.1
104,251,0.26923,0.1
17,142,0.27957,0.1
113,200,0.29681,0.1
8,22,0.00083,0.1
108,146,0.31981,0.1
158,249,0.22161,0.1
141,213,0.28060,0.1
140,188,0.28950,0.1
85,131,0.31358,0.1
13,241,0.00026,0.1
43,214,0.06934,0.1
153,162,0.24364,0.1
99,116,0.29112,0.1
179,218,0.13831,0.1
209,223,0.03648,0.1
62,179,0.24879,0.1
141,222,0.27977,0.1
1,36,0.01651,0.1
13,74,0.19823,0.1
108,170,0.31201,0.1
47,87,0.22395,0.1
190,192,0.11368,0.1
148,215,0.26482,0.1
125,179,0.30814,0.1
38,119,0.28812,0.1
88,175,0.28687,0.1
89,216,0.23354,0.1
60,133,0.31144,0.1
72,121,0.29853,0.1
60,218,0.17206,0.1
112,122,0.29539,0.1
80,197,0.25027,0.1
51,90,0.23364,0.1
56,81,0.21181,0.1
71,174,0.26966,0.1
64,185,0.24411,0.1
14,66,0.18129,0.1
145,231,0.26998,0.1
10,155,0.23180,0.1
78,207,0.22882,0.1
90,102,0.26771,0.1
48,240,0.10149,0.1
46,84,0.21983,0.1
45,201,0.12889,0.1
213,242,0.01955,0.1
72,208,0.21752,0.1
55,153,0.29086,0.1
117,141,0.31529,0.1
86,196,0.26202,0.1
105,161,0.31531,0.1
50,61,0.16629,0.1
9,152,0.25091,0.1
80,192,0.25961,0.1
39,119,0.28812,0.1
51,114,0.28853,0.1
10,18,0.00053,0.1
36,59,0.15978,0.1
79,181,0.26756,0.1
42,96,0.24890,0.1
12,164,0.19571,0.1
55,250,0.14161,0.1
87,212,0.23472,0.1
230,247,0.00069,0.1
86,239,0.22313,0.1
70,163,0.28586,0.1
134,179,0.29982,0.1
119,165,0.31456,0.1
101,115,0.28767,0.1
22,90,0.23235,0.1
43,82,0.21557,0.1
154,242,0.24223,0.1
157,228,0.22162,0.1
20,185,0.12393,0.1
88,134,0.31530,0.1
87,174,0.28714,0.1
35,141,0.28189,0.1
42,115,0.28557,0.1
22,112,0.28025,0.1
160,219,0.21202,0.1
140,157,0.29098,0.1
148,245,0.26432,0.1
81,104,0.27337,0.1
13,83,0.21506,0.1
127,249,0.29147,0.1
116,236,0.28437,0.1
100,211,0.26817,0.1
118,186,0.30677,0.1
34,188,0.12648,0.1
65,120,0.29821,0.1
171,238,0.16715,0.1
98,106,0.27522,0.1
70,78,0.20704,0.1
236,240,0.00016,0.1
183,241,0.12804,0.1
160,251,0.21194,0.1
102,204,0.28286,0.1
43,62,0.17163,0.1
24,75,0.19824,0.1
104,123,0.29826,0.1
112,234,0.28027,0.1
28,86,0.22312,0.1
12,57,0.15118,0.1
3,87,0.22308,0.1
196,222,0.09356,0.1
6,88,0.22780,0.1
158,203,0.22231,0.1
52,116,0.29150,0.1
38,156,0.24190,0.1
5,250,0.00006,0.1
20,40,0.03719,0.1
183,218,0.12805,0.1
92,118,0.29528,0.1
39,175,0.16815,0.1
125,235,0.29069,0.1
189,209,0.11369,0.1
51,106,0.27668,0.1
18,224,0.00359,0.1
21,165,0.18875,0.1
114,243,0.28246,0.1
129,226,0.29170,0.1
20,217,0.01065,0.1
13,162,0.20324,0.1
22,172,0.16764,0.1
71,102,0.26868,0.1
34,207,0.05610,0.1
121,127,0.29769,0.1
57,219,0.15571,0.1
26,56,0.15118,0.1
133,171,0.30108,0.1
144,215,0.27563,0.1
21,163,0.19597,0.1
7,220,0.00716,0.1
48,183,0.19734,0.1
79,174,0.27886,0.1
88,225,0.22856,0.1
19,61,0.16612,0.1
98,191,0.28754,0.1
72,253,0.19370,0.1
23,88,0.22781,0.1
167,243,0.18130,0.1
213,248,0.01955,0.1
118,251,0.28625,0.1
75,137,0.31550,0.1
97,221,0.24951,0.1
130,205,0.29748,0.1
102,181,0.30001,0.1
58,100,0.26307,0.1
113,135,0.31264,0.1
181,246,0.13284,0.1
85,247,0.21906,0.1
183,183,0.12804,0.1
59,163,0.27304,0.1
12,28,0.00239,0.1
71,111,0.28415,0.1
13,88,0.22780,0.1
3,52,0.13026,0.1
45,97,0.24917,0.1
94,151,0.31836,0.1
14,240,0.00039,0.1
67,124,0.30401,0.1
1,63,0.17146,0.1
210,240,0.03648,0.1
170,176,0.17469,0.1
136,221,0.28843,0.1
124,219,0.29173,0.1
20,71,0.18925,0.1
28,119,0.28642,0.1
121,179,0.30888,0.1
21,107,0.27253,0.1
115,169,0.31316,0.1
8,187,0.11883,0.1
173,193,0.15989,0.1
58,215,0.16817,0.1
19,192,0.10814,0.1
0,192,0.10774,0.1
71,234,0.18940,0.1
78,97,0.24950,0.1
166,223,0.18841,0.1
177,179,0.14474,0.1
65,111,0.28410,0.1
104,246,0.26923,0.1
116,133,0.30917,0.1
190,194,0.11369,0.1
87,174,0.28714,0.1
57,67,0.18150,0.1
79,104,0.27345,0.1
28,228,0.00345,0.1
28,113,0.28035,0.1
92,121,0.29812,0.1
182,208,0.13289,0.1
53,87,0.22411,0.1
57,217,0.15752,0.1
175,245,0.15223,0.1
48,151,0.28365,0.1
4,169,0.17456,0.1
57,137,0.31043,0.1
128,190,0.30484,0.1
229,231,0.00069,0.1
35,64,0.17652,0.1
1,174,0.15974,0.1
153,176,0.24405,0.1
215,248,0.01382,0.1
192,203,0.10776,0.1
97,206,0.26689,0.1
75,138,0.31550,0.1
105,228,0.26950,0.1
14,103,0.26494,0.1
24,217,0.01103,0.1
55,72,0.19408,0.1
17,112,0.28023,0.1
195,207,0.09357,0.1
34,146,0.27283,0.1
34,183,0.13547,0.1
102,140,0.31837,0.1
5,252,0.00006,0.1
15,141,0.27954,0.1
95,155,0.31496,0.1
22,196,0.09421,0.1
2,11,0.00012,0.1
92,178,0.28924,0.1
145,149,0.27171,0.1
199,249,0.07939,0.1
54,97,0.24990,0.1
29,113,0.28035,0.1
85,253,0.21906,0.1
19,39,0.02529,0.1
27,176,0.15317,0.1
156,158,0.23214,0.1
91,173,0.29168,0.1
19,242,0.00063,0.1
94,159,0.31054,0.1
75,145,0.31467,0.1
93,143,0.31973,0.1
99,110,0.28202,0.1
195,217,0.09356,0.1
126,206,0.29858,0.1
49,88,0.22888,0.1
181,236,0.13284,0.1
96,96,0.24777,0.1
19,119,0.28628,0.1
81,128,0.30760,0.1
69,186,0.24989,0.1
143,153,0.27917,0.1
67,220,0.18524,0.1
188,230,0.11880,0.1
35,52,0.13027,0.1
102,231,0.26506,0.1
19,168,0.18160,0.1
20,117,0.28439,0.1
8,171,0.16717,0.1
19,151,0.25108,0.1
84,223,0.22041,0.1
149,254,0.25832,0.1
134,199,0.29619,0.1
34,119,0.28706,0.1
96,157,0.31408,0.1
228,244,0.00106,0.1
218,224,0.01000,0.1
65,164,0.28040,0.1
233,245,0.00031,0.1
22,27,0.00148,0.1
60,147,0.30715,0.1
16,136,0.28809,0.1
23,147,0.26456,0.1
18,41,0.03719,0.1
11,163,0.19569,0.1
172,189,0.16733,0.1
153,155,0.24279,0.1
31,120,0.28822,0.1
8,24,0.00106,0.1
10,86,0.22308,0.1
28,143,0.27553,0.1
49,218,0.10902,0.1
108,189,0.30094,0.1
173,193,0.15989,0.1
69,78,0.20709,0.1
8,251,0.00008,0.1
108,243,0.27537,0.1
14,93,0.23725,0.1
11,45,0.06852,0.1
1,204,0.06434,0.1
142,245,0.27948,0.1
120,167,0.31351,0.1
80,102,0.26839,0.1
90,212,0.24319,0.1
45,166,0.22429,0.1
88,154,0.31410,0.1
213,251,0.01955,0.1
126,138,0.30388,0.1
60,83,0.21577,0.1
90,199,0.26327,0.1
153,216,0.24252,0.1
71,132,0.31219,0.1
97,170,0.30287,0.1
32,176,0.15646,0.1
48,165,0.24094,0.1
155,161,0.23261,0.1
45,152,0.27349,0.1
124,181,0.30760,0.1
77,93,0.23839,0.1
32,75,0.19829,0.1
75,119,0.29587,0.1
47,100,0.26218,0.1
130,221,0.29206,0.1
211,221,0.02718,0.1
178,205,0.14480,0.1
22,145,0.27018,0.1
15,248,0.00033,0.1
140,197,0.28812,0.1
60,184,0.23988,0.1
225,230,0.00183,0.1
183,215,0.12806,0.1
1,31,0.00421,0.1
15,33,0.00670,0.1
55,63,0.17162,0.1
10,158,0.22166,0.1
83,111,0.28394,0.1
107,223,0.27329,0.1
32,148,0.26627,0.1
146,219,0.27027,0.1
86,193,0.26485,0.1
0,238,0.00014,0.1
100,109,0.27813,0.1
3,110,0.27787,0.1
42,200,0.12172,0.1
12,153,0.24229,0.1
119,121,0.28915,0.1
53,113,0.28616,0.1
37,179,0.14930,0.1
73,183,0.25739,0.1
174,197,0.15989,0.1
41,146,0.27976,0.1
103,230,0.26513,0.1
178,231,0.14472,0.1
158,187,0.22258,0.1
118,126,0.29898,0.1
83,247,0.21508,0.1
89,134,0.31530,0.1
36,60,0.16618,0.1
205,216,0.05575,0.1
30,193,0.10395,0.1
45,156,0.25872,0.1
8,156,0.23177,0.1
48,220,0.10685,0.1
30,172,0.16964,0.1
52,116,0.29150,0.1
105,221,0.27057,0.1
126,209,0.29623,0.1
0,191,0.10774,0.1
41,113,0.28232,0.1
100,247,0.25990,0.1
54,229,0.14204,0.1
41,206,0.08810,0.1
23,200,0.08007,0.1
129,158,0.30786,0.1
74,89,0.22858,0.1
83,145,0.31715,0.1
202,225,0.07213,0.1
192,210,0.10776,0.1
109,137,0.31545,0.1
130,238,0.29151,0.1
40,131,0.29608,0.1
68,245,0.18542,0.1
34,99,0.25443,0.1
34,231,0.01115,0.1
77,203,0.23351,0.1
150,152,0.25906,0.1
56,233,0.15137,0.1
17,182,0.13311,0.1
5,235,0.00018,0.1
202,211,0.07213,0.1
23,177,0.14526,0.1
101,120,0.29646,0.1
222,252,0.00496,0.1
106,208,0.28418,0.1
53,169,0.24645,0.1
58,219,0.16410,0.1
13,234,0.00047,0.1
102,202,0.28492,0.1
22,23,0.00083,0.1
77,92,0.23839,0.1
0,192,0.10774,0.1
62,116,0.29265,0.1
136,172,0.29821,0.1
76,86,0.22362,0.1
123,240,0.28942,0.1
114,180,0.30805,0.1
138,163,0.29553,0.1
60,177,0.24902,0.1
172,245,0.16715,0.1
110,147,0.31983,0.1
105,232,0.26934,0.1
154,158,0.24318,0.1
139,141,0.28465,0.1
107,138,0.31602,0.1
47,153,0.27256,0.1
34,206,0.06508,0.1
65,238,0.17655,0.1
160,180,0.21267,0.1
25,34,0.01071,0.1
98,163,0.31020,0.1
130,164,0.30740,0.1
64,106,0.27752,0.1
64,122,0.30102,0.1
25,107,0.27255,0.1
41,121,0.29082,0.1
193,227,0.10073,0.1
61,173,0.25712,0.1
108,236,0.27538,0.1
169,224,0.17456,0.1
82,110,0.28394,0.1
26,204,0.06560,0.1
9,217,0.01004,0.1
93,180,0.28715,0.1
27,250,0.00152,0.1
227,236,0.00106,0.1
39,135,0.29236,0.1
152,232,0.25091,0.1
189,219,0.11368,0.1
31,138,0.28683,0.1
1,90,0.23234,0.1
116,121,0.29033,0.1
94,190,0.28212,0.1
62,100,0.26308,0.1
39,168,0.19522,0.1
109,210,0.28411,0.1
129,193,0.30159,0.1
151,159,0.25276,0.1
75,152,0.30981,0.1
103,166,0.31180,0.1
119,136,0.30975,0.1
31,136,0.28875,0.1
34,190,0.12149,0.1
13,58,0.15973,0.1
75,219,0.20184,0.1
58,143,0.30943,0.1
33,82,0.21514,0.1
41,115,0.28474,0.1
123,145,0.31368,0.1
92,124,0.30440,0.1
66,200,0.22433,0.1
1,16,0.00041,0.1
82,169,0.28873,0.1
52,186,0.21351,0.1
46,167,0.22740,0.1
83,153,0.31124,0.1
81,173,0.28111,0.1
48,78,0.20736,0.1
209,237,0.03648,0.1
4,98,0.25412,0.1
123,210,0.29518,0.1
124,229,0.29077,0.1
169,245,0.17455,0.1
145,147,0.27092,0.1
34,62,0.17151,0.1
125,252,0.29067,0.1
69,217,0.19080,0.1
21,147,0.26451,0.1
51,121,0.29588,0.1
74,122,0.30151,0.1
21,226,0.00250,0.1
17,169,0.17478,0.1
123,240,0.28942,0.1
65,124,0.30384,0.1
51,166,0.24854,0.1
155,221,0.23183,0.1
99,227,0.25447,0.1
123,230,0.28952,0.1
213,217,0.01955,0.1
137,229,0.28609,0.1
25,75,0.19824,0.1
62,116,0.29265,0.1
10,44,0.06852,0.1
38,80,0.21138,0.1
182,200,0.13289,0.1
44,67,0.18155,0.1
14,59,0.15973,0.1
155,187,0.23303,0.1
135,170,0.29842,0.1
130,201,0.29905,0.1
37,247,0.01655,0.1
178,209,0.14479,0.1
55,61,0.16623,0.1
57,76,0.20285,0.1
85,229,0.21935,0.1
78,89,0.22842,0.1
97,138,0.31789,0.1
107,203,0.28844,0.1
215,240,0.01382,0.1
13,84,0.21905,0.1
52,211,0.14892,0.1
0,5,0.00002,0.1
235,252,0.00016,0.1
183,252,0.12804,0.1
122,137,0.30840,0.1
47,222,0.08916,0.1
81,109,0.28079,0.1
198,227,0.08617,0.1
72,252,0.19370,0.1
55,226,0.14279,0.1
92,187,0.28066,0.1
53,209,0.15527,0.1
127,213,0.29407,0.1
1,83,0.21506,0.1
86,149,0.31654,0.1
123,199,0.30140,0.1
15,173,0.15992,0.1
83,153,0.31124,0.1
5,254,0.00006,0.1
19,203,0.06479,0.1
213,230,0.01955,0.1
61,130,0.30914,0.1
24,64,0.17647,0.1
110,231,0.27797,0.1
14,169,0.17471,0.1
13,43,0.05215,0.1
23,232,0.00128,0.1
127,252,0.29147,0.1
62,159,0.28610,0.1
14,126,0.29149,0.1
4,78,0.20674,0.1
18,132,0.29083,0.1
20,34,0.01071,0.1
103,154,0.31988,0.1
214,224,0.01955,0.1
4,234,0.00033,0.1
10,189,0.11376,0.1
199,205,0.07939,0.1
12,209,0.03663,0.1
163,254,0.19563,0.1
16,184,0.12832,0.1
110,244,0.27789,0.1
8,53,0.13026,0.1
13,46,0.08519,0.1
131,168,0.30425,0.1
37,146,0.27437,0.1
83,223,0.21646,0.1
154,204,0.24339,0.1
96,203,0.26973,0.1
46,76,0.20286,0.1
64,163,0.28040,0.1
2,71,0.18924,0.1
11,50,0.11676,0.1
61,70,0.18946,0.1
99,207,0.26913,0.1
74,254,0.19825,0.1
27,194,0.10186,0.1
113,221,0.28130,0.1
48,143,0.29823,0.1
89,216,0.23354,0.1
163,186,0.19608,0.1
24,238,0.00120,0.1
135,154,0.29818,0.1
95,165,0.30452,0.1
199,226,0.07939,0.1
30,214,0.02358,0.1
116,140,0.31392,0.1
40,212,0.06204,0.1
6,122,0.28940,0.1
84,230,0.21935,0.1
154,165,0.24386,0.1
121,121,0.28786,0.1
54,155,0.28527,0.1
102,124,0.30226,0.1
64,128,0.30649,0.1
192,226,0.10774,0.1
4,62,0.17146,0.1
34,241,0.01081,0.1
140,148,0.28811,0.1
7,67,0.18129,0.1
92,164,0.30467,0.1
97,135,0.31672,0.1
42,93,0.23812,0.1
138,212,0.28804,0.1
74,157,0.29978,0.1
48,202,0.15589,0.1
47,130,0.30188,0.1
10,201,0.07223,0.1
65,242,0.17652,0.1
212,234,0.02718,0.1
189,246,0.11367,0.1
4,82,0.21506,0.1
41,223,0.03999,0.1
53,238,0.13036,0.1
176,241,0.15223,0.1
69,144,0.31362,0.1
80,123,0.30162,0.1
90,155,0.31268,0.1
61,163,0.27588,0.1
70,104,0.27363,0.1
92,151,0.31757,0.1
4,61,0.16612,0.1
11,135,0.28804,0.1
16,176,0.15249,0.1
133,218,0.29051,0.1
30,159,0.21390,0.1
123,199,0.30140,0.1
52,129,0.30631,0.1
86,199,0.25634,0.1
113,195,0.29951,0.1
44,208,0.10755,0.1
76,242,0.20240,0.1
225,253,0.00183,0.1
17,233,0.00071,0.1
41,79,0.20706,0.1
171,175,0.16723,0.1
95,238,0.24245,0.1
17,100,0.25990,0.1
108,252,0.27535,0.1
91,106,0.27667,0.1
64,235,0.17656,0.1
138,155,0.29515,0.1
61,97,0.24992,0.1
129,152,0.30708,0.1
119,205,0.29624,0.1
27,154,0.24278,0.1
34,194,0.10890,0.1
179,229,0.13829,0.1
60,223,0.16794,0.1
11,107,0.27250,0.1
12,248,0.00020,0.1
146,169,0.27452,0.1
125,149,0.31315,0.1
120,154,0.31688,0.1
177,196,0.14481,0.1
227,229,0.00106,0.1
103,199,0.28682,0.1
43,223,0.05484,0.1
145,164,0.27446,0.1
97,240,0.24780,0.1
17,113,0.28023,0.1
154,233,0.24223,0.1
76,93,0.23839,0.1
144,190,0.27941,0.1
96,114,0.28882,0.1
98,184,0.29324,0.1
31,172,0.16964,0.1
89,228,0.22824,0.1
41,66,0.18146,0.1
66,216,0.18892,0.1
21,165,0.18875,0.1
98,191,0.28754,0.1
153,216,0.24252,0.1
25,44,0.06852,0.1
52,128,0.30376,0.1
87,148,0.31751,0.1
87,207,0.24286,0.1
16,85,0.21905,0.1
48,254,0.10144,0.1
72,104,0.27360,0.1
54,157,0.27969,0.1
125,216,0.29271,0.1
85,153,0.31217,0.1
34,219,0.01768,0.1
18,224,0.00359,0.1
96,132,0.31358,0.1
76,194,0.25046,0.1
97,134,0.31530,0.1
117,193,0.30274,0.1
38,225,0.02701,0.1
154,190,0.24391,0.1
203,209,0.06434,0.1
160,243,0.21194,0.1
24,127,0.29158,0.1
4,37,0.01651,0.1
93,129,0.31168,0.1
70,116,0.29290,0.1
0,164,0.19563,0.1
166,237,0.18840,0.1
6,132,0.29075,0.1
102,106,0.27390,0.1
19,130,0.29156,0.1
129,154,0.30753,0.1
230,233,0.00069,0.1
56,113,0.28668,0.1
162,233,0.20316,0.1
115,160,0.31725,0.1
123,254,0.28941,0.1
10,197,0.08626,0.1
207,217,0.04654,0.1
27,78,0.20676,0.1
135,135,0.28802,0.1
168,217,0.18136,0.1
35,244,0.01081,0.1
18,217,0.01051,0.1
33,148,0.26627,0.1
155,226,0.23178,0.1
16,20,0.00067,0.1
69,121,0.29840,0.1
200,249,0.07939,0.1
9,220,0.00718,0.1
46,137,0.30097,0.1
44,61,0.16629,0.1
40,209,0.07054,0.1
141,145,0.28197,0.1
133,211,0.29204,0.1
120,226,0.28819,0.1
119,239,0.28626,0.1
132,203,0.29685,0.1
85,218,0.22348,0.1
90,181,0.28258,0.1
80,143,0.31716,0.1
90,184,0.28091,0.1
192,195,0.10775,0.1
43,103,0.26670,0.1
70,186,0.25237,0.1
53,131,0.30728,0.1
128,201,0.30047,0.1
84,104,0.27319,0.1
62,140,0.31282,0.1
44,170,0.21311,0.1
83,86,0.22333,0.1
118,175,0.31057,0.1
10,141,0.27950,0.1
93,94,0.24270,0.1
123,123,0.28940,0.1
145,195,0.27326,0.1
22,22,0.00083,0.1
19,161,0.20342,0.1
67,224,0.18299,0.1
98,195,0.28343,0.1
131,155,0.30482,0.1
90,126,0.30761,0.1
6,55,0.14158,0.1
40,134,0.29541,0.1
154,167,0.24393,0.1
70,112,0.28717,0.1
80,204,0.24061,0.1
107,146,0.32020,0.1
98,230,0.25435,0.1
55,136,0.30927,0.1
14,185,0.12366,0.1
85,157,0.30634,0.1
101,109,0.27813,0.1
57,192,0.21805,0.1
8,211,0.02722,0.1
121,168,0.31351,0.1
111,247,0.27788,0.1
27,204,0.06560,0.1
132,199,0.29810,0.1
102,114,0.28698,0.1
151,182,0.25319,0.1
44,215,0.08014,0.1
68,93,0.23864,0.1
107,235,0.27254,0.1
184,248,0.12804,0.1
27,39,0.02529,0.1
181,189,0.13287,0.1
13,76,0.20235,0.1
207,228,0.04654,0.1
37,45,0.06852,0.1
78,249,0.20676,0.1
7,228,0.00108,0.1
7,19,0.00053,0.1
197,224,0.08617,0.1
45,51,0.11679,0.1
102,150,0.32092,0.1
214,249,0.01955,0.1
9,208,0.04657,0.1
187,238,0.11880,0.1
43,116,0.28774,0.1
83,249,0.21508,0.1
55,167,0.25641,0.1
0,147,0.26431,0.1
57,108,0.28068,0.1
66,142,0.31374,0.1
20,78,0.20675,0.1
159,219,0.21202,0.1
89,216,0.23354,0.1
14,156,0.23186,0.1
21,159,0.21225,0.1
76,177,0.27012,0.1
178,200,0.14481,0.1
73,132,0.31246,0.1
26,51,0.11676,0.1
111,219,0.27954,0.1
27,86,0.22310,0.1
123,164,0.31392,0.1
85,129,0.31162,0.1
164,246,0.19563,0.1
17,248,0.00045,0.1
6,239,0.00012,0.1
3,219,0.00714,0.1
5,173,0.15975,0.1
131,189,0.30066,0.1
3,209,0.03648,0.1
6,178,0.14473,0.1
15,134,0.28963,0.1
100,147,0.32095,0.1
217,218,0.01000,0.1
35,180,0.14544,0.1
15,68,0.18539,0.1
69,174,0.26760,0.1
83,176,0.28021,0.1
113,200,0.29681,0.1
131,248,0.29076,0.1
70,242,0.18929,0.1
49,53,0.13030,0.1
59,145,0.30783,0.1
62,75,0.19855,0.1
105,242,0.26924,0.1
131,195,0.29920,0.1
12,90,0.23234,0.1
74,234,0.19839,0.1
98,205,0.27200,0.1
36,70,0.18934,0.1
27,244,0.00158,0.1
64,103,0.26873,0.1
136,231,0.28805,0.1
155,171,0.23302,0.1
181,243,0.13284,0.1
99,110,0.28202,0.1
10,192,0.10783,0.1
19,124,0.29072,0.1
57,240,0.15124,0.1
2,34,0.01071,0.1
7,189,0.11369,0.1
193,220,0.10074,0.1
92,217,0.24111,0.1
71,190,0.24759,0.1
47,65,0.17672,0.1
201,247,0.07213,0.1
65,244,0.17652,0.1
66,131,0.31167,0.1
52,229,0.13074,0.1
167,222,0.18133,0.1
32,89,0.22790,0.1
173,176,0.15978,0.1
37,50,0.11678,0.1
27,126,0.29163,0.1
49,54,0.14165,0.1
55,129,0.30728,0.1
204,231,0.06434,0.1
31,239,0.00431,0.1
203,238,0.06434,0.1
124,197,0.30241,0.1
82,250,0.21508,0.1
147,210,0.26559,0.1
10,172,0.16722,0.1
96,115,0.28882,0.1
43,123,0.29388,0.1
40,157,0.23764,0.1
48,91,0.23356,0.1
137,245,0.28604,0.1
217,220,0.01000,0.1
136,231,0.28805,0.1
180,190,0.13834,0.1
66,191,0.23917,0.1
77,243,0.20240,0.1
44,142,0.29420,0.1
84,233,0.21918,0.1
82,224,0.21646,0.1
84,238,0.21911,0.1
1,188,0.11880,0.1
70,186,0.25237,0.1
158,226,0.22164,0.1
124,144,0.31074,0.1
113,162,0.31649,0.1
8,160,0.21196,0.1
87,93,0.23786,0.1
27,180,0.13928,0.1
59,110,0.28390,0.1
9,82,0.21506,0.1
0,136,0.28802,0.1
39,130,0.29482,0.1
192,196,0.10775,0.1
6,241,0.00012,0.1
183,252,0.12804,0.1
10,143,0.27497,0.1
102,200,0.28682,0.1
62,124,0.30365,0.1
225,227,0.00183,0.1
158,227,0.22162,0.1
11,250,0.00016,0.1
121,176,0.31052,0.1
87,175,0.28443,0.1
113,126,0.30201,0.1
19,244,0.00063,0.1
41,153,0.25581,0.1
50,196,0.18353,0.1
10,100,0.25989,0.1
220,222,0.00714,0.1
72,140,0.31542,0.1
173,197,0.15989,0.1
112,154,0.31953,0.1
8,15,0.00028,0.1
100,153,0.31946,0.1
6,28,0.00239,0.1
12,34,0.01071,0.1
4,190,0.11369,0.1
176,233,0.15223,0.1
24,38,0.02529,0.1
43,134,0.29762,0.1
73,100,0.26296,0.1
222,225,0.00496,0.1
201,226,0.07213,0.1
84,183,0.27300,0.1
64,66,0.18134,0.1
32,163,0.19907,0.1
16,214,0.01994,0.1
39,124,0.29317,0.1
132,136,0.29453,0.1
148,237,0.26432,0.1
66,103,0.26872,0.1
59,97,0.24993,0.1
26,103,0.26498,0.1
6,115,0.28244,0.1
76,88,0.22851,0.1
198,226,0.08617,0.1
55,217,0.14817,0.1
22,60,0.16612,0.1
1,37,0.01651,0.1
29,208,0.04868,0.1
43,176,0.18487,0.1
235,238,0.00016,0.1
22,80,0.21114,0.1
43,93,0.23812,0.1
